Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","17.77","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2019","2019","%","18.56","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2020","2020","%","19.15","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2021","2021","%","18.72","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6621","Arable land","2022","2022","%","18.21","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2002","2002","%","16.56","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2003","2003","%","16.39","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2004","2004","%","16.55","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2005","2005","%","16.19","E","Estimated value",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2006","2006","%","16.3","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2007","2007","%","16.46","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2008","2008","%","16.98","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2009","2009","%","17.9","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2010","2010","%","18.56","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2011","2011","%","18.78","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2012","2012","%","18.42","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2013","2013","%","19.55","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2014","2014","%","25.88","E","Estimated value",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2015","2015","%","25.62","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2016","2016","%","26.09","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2017","2017","%","25.58","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2018","2018","%","25.44","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","27.02","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2020","2020","%","26.62","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2021","2021","%","26.01","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6650","Permanent crops","2022","2022","%","25.54","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2002","2002","%","65.29","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2002","2002","%","19.69","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2003","2003","%","65.7","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2003","2003","%","19.18","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2004","2004","%","66.48","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2004","2004","%","20.15","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2005","2005","%","66.53","E","Estimated value",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2005","2005","%","20.09","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2006","2006","%","67.14","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2006","2006","%","20.12","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2007","2007","%","67.42","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2007","2007","%","20.12","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2008","2008","%","66.42","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2008","2008","%","19.91","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2009","2009","%","66.18","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2009","2009","%","20.08","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2010","2010","%","65.62","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2010","2010","%","19.81","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2011","2011","%","65.49","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2011","2011","%","19.37","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2012","2012","%","66.29","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2012","2012","%","20.04","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2013","2013","%","64.55","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2013","2013","%","19.53","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2014","2014","%","56.39","E","Estimated value",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2014","2014","%","12.43","E","Estimated value",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2015","2015","%","55.93","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2015","2015","%","13.04","E","Estimated value",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2016","2016","%","56.22","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2016","2016","%","12.49","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2017","2017","%","55.92","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2017","2017","%","12.59","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2018","2018","%","56.79","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2018","2018","%","12.46","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","54.43","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","11.68","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","54.23","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","11.83","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2021","2021","%","55.27","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2021","2021","%","12.17","A","Official figure",""
"RL","Land Use","218","Ecuador","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2022","2022","%","56.23","A","Official figure",""
"RL","Land Use","218","Ecuador","7209","Share in Land area","6655","Permanent meadows and pastures","2022","2022","%","12.11","A","Official figure",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2002","2002","%","20.98","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2003","2003","%","21.33","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2004","2004","%","21.68","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2005","2005","%","22.03","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2006","2006","%","22.36","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2007","2007","%","22.73","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2008","2008","%","22.9","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2009","2009","%","23.43","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2010","2010","%","23.76","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2011","2011","%","24.1","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2012","2012","%","24.42","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2013","2013","%","24.75","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2014","2014","%","25.07","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2015","2015","%","25.33","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2016","2016","%","25.59","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2017","2017","%","25.85","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","26.1","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2019","2019","%","26.35","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2020","2020","%","26.61","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2021","2021","%","26.86","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6621","Arable land","2022","2022","%","27.43","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2002","2002","%","0.68","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2003","2003","%","0.73","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2004","2004","%","0.71","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2005","2005","%","0.71","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2006","2006","%","0.74","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2007","2007","%","0.63","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2008","2008","%","0.49","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2009","2009","%","0.51","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2010","2010","%","0.52","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2011","2011","%","0.51","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2012","2012","%","0.52","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2013","2013","%","0.52","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2014","2014","%","0.52","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2015","2015","%","0.51","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2016","2016","%","0.52","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2017","2017","%","0.52","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2018","2018","%","0.54","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","0.56","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2020","2020","%","0.56","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2021","2021","%","0.57","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6650","Permanent crops","2022","2022","%","0.49","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2002","2002","%","78.34","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2002","2002","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2003","2003","%","77.95","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2003","2003","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2004","2004","%","77.61","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2004","2004","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2005","2005","%","77.26","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2005","2005","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2006","2006","%","76.9","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2006","2006","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2007","2007","%","76.64","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2007","2007","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2008","2008","%","75.75","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2008","2008","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2009","2009","%","76.06","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2009","2009","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2010","2010","%","75.71","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2010","2010","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2011","2011","%","75.4","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2011","2011","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2012","2012","%","75.06","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2012","2012","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2013","2013","%","74.74","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2013","2013","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2014","2014","%","74.42","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2014","2014","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2015","2015","%","74.15","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2015","2015","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2016","2016","%","73.89","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2016","2016","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2017","2017","%","73.63","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2017","2017","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2018","2018","%","73.36","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2018","2018","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","73.09","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","72.83","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2021","2021","%","72.58","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2021","2021","%","30.17","E","Estimated value",""
"RL","Land Use","600","Paraguay","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2022","2022","%","72.08","E","Estimated value",""
"RL","Land Use","600","Paraguay","7209","Share in Land area","6655","Permanent meadows and pastures","2022","2022","%","30.26","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2002","2002","%","17.83","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2003","2003","%","17.65","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2004","2004","%","17.48","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2005","2005","%","17.3","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2006","2006","%","17.13","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2007","2007","%","16.96","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2008","2008","%","16.79","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2009","2009","%","16.62","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2010","2010","%","16.45","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2011","2011","%","16.29","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2012","2012","%","16.12","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2013","2013","%","16.04","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2014","2014","%","15.95","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2015","2015","%","15.65","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2016","2016","%","15.75","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2017","2017","%","15.49","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","15.83","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2019","2019","%","15","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2020","2020","%","16.07","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2021","2021","%","17.09","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6621","Arable land","2022","2022","%","16.07","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2002","2002","%","4.41","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2003","2003","%","4.55","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2004","2004","%","4.68","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2005","2005","%","4.82","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2006","2006","%","4.95","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2007","2007","%","5.09","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2008","2008","%","5.22","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2009","2009","%","5.35","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2010","2010","%","5.48","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2011","2011","%","5.61","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2012","2012","%","5.73","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2013","2013","%","6.23","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2014","2014","%","6.71","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2015","2015","%","7.11","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2016","2016","%","7.69","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2017","2017","%","8.09","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2018","2018","%","8.65","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","8.79","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2020","2020","%","9.24","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2021","2021","%","9.66","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6650","Permanent crops","2022","2022","%","9.35","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2002","2002","%","77.76","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2002","2002","%","14.04","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2003","2003","%","77.8","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2003","2003","%","14.1","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2004","2004","%","77.84","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2004","2004","%","14.17","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2005","2005","%","77.88","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2005","2005","%","14.23","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2006","2006","%","77.92","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2006","2006","%","14.3","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2007","2007","%","77.96","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2007","2007","%","14.36","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2008","2008","%","77.99","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2008","2008","%","14.43","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2009","2009","%","78.03","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2009","2009","%","14.49","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2010","2010","%","78.07","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2010","2010","%","14.56","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2011","2011","%","78.11","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2011","2011","%","14.62","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2012","2012","%","78.15","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2012","2012","%","14.69","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2013","2013","%","77.73","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2013","2013","%","14.59","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2014","2014","%","77.33","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2014","2014","%","14.5","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2015","2015","%","75.75","E","Estimated value",""
"RL","Land Use","604","Peru","7209","Share in Land area","6655","Permanent meadows and pastures","2015","2015","%","14.39","E","Estimated value",""
"RL","Land Use","604","Peru","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2016","2016","%","76.49","E","Estimated value",""
